지점,2017-05-02,2017-05-03,2017-05-04,2017-05-05,2017-05-06,2017-05-07,2017-05-08,2017-05-09,2017-05-10,2017-05-11,2017-05-12,2017-05-13,2017-05-14,2017-05-15,2017-05-16,2017-05-17,2017-05-18,2017-05-19,2017-05-20,2017-05-21,2017-05-22,2017-05-23,2017-05-24,2017-05-25,2017-05-26,2017-05-27,2017-05-28,2017-05-29,2017-05-30,
신흥동,87,74,73,56,195,115,218,99,31,72,59,48,48,43,34,40,51,51,40,42,43,46,35,42,29,34,46,55,65,-
아름동,75,64,68,52,208,124,216,89,29,66,52,44,50,42,31,35,48,48,34,40,39,41,31,41,29,30,49,53,62,-
