gungu,value
당진시,22
서산시,16
아산시,14
천안시,21
태안군,-900
홍성군,-900
예산군,-900
공주시,-900
청양군,-900
보령시,-900
서천군,-900
부여군,-900
논산시,-900
계룡시,-900
논산시,-900
금산군,-900
