buoy,date,speed,direction,code
Sinan,2016-01-11 02,5.8,42,NE
Sinan,2016-01-11 03,4.6,332,NNW
Sinan,2016-01-11 04,7.2,47,NE
Sinan,2016-01-11 05,7.9,57,ENE
Sinan,2016-01-11 06,6.9,51,NE
Sinan,2016-01-11 07,7.5,56,NE
Sinan,2016-01-11 08,6.9,58,ENE
Sinan,2016-01-11 09,6.6,61,ENE
Sinan,2016-01-11 10,5.3,57,ENE
Sinan,2016-01-11 11,6.3,31,NNE
Sinan,2016-01-11 12,5.9,43,NE
Sinan,2016-01-11 13,7,17,NNE
Sinan,2016-01-11 14,6.9,24,NNE
Sinan,2016-01-11 15,8.8,18,NNE
Sinan,2016-01-11 16,10.3,12,NNE
Sinan,2016-01-11 17,8.7,16,NNE
Sinan,2016-01-11 18,9.2,17,NNE
Sinan,2016-01-11 19,7.7,10,N
Sinan,2016-01-11 20,8.2,34,NE
Sinan,2016-01-11 21,8,31,NNE
Sinan,2016-01-11 22,6.9,36,NE
Sinan,2016-01-11 23,8,49,NE
Sinan,2016-01-12 00,9.1,10,N
Sinan,2016-01-12 01,4.7,270,W
Sinan,2016-01-12 02,7.8,34,NE
Sinan,2016-01-12 03,6.7,44,NE
Sinan,2016-01-12 04,6.3,46,NE
Sinan,2016-01-12 05,6.7,17,NNE
Sinan,2016-01-12 06,5.2,42,NE
Sinan,2016-01-12 07,6.5,52,NE
Sinan,2016-01-12 08,5.2,50,NE
Sinan,2016-01-12 09,3,320,NW
Sinan,2016-01-12 10,4.4,66,ENE
Sinan,2016-01-12 11,3.2,39,NE
Sinan,2016-01-12 12,4.4,347,NNW
Sinan,2016-01-12 13,2,314,NW
Sinan,2016-01-12 14,5.8,27,NNE
Sinan,2016-01-12 15,6.9,39,NE
Sinan,2016-01-12 16,3.6,264,W
Sinan,2016-01-12 17,8.2,353,N
Sinan,2016-01-12 18,9,18,NNE
Sinan,2016-01-12 19,6.9,358,N
Sinan,2016-01-12 20,9.3,359,N
Sinan,2016-01-12 21,8,357,N
Sinan,2016-01-12 22,6.5,3,N
Sinan,2016-01-12 23,8.2,346,NNW
Sinan,2016-01-13 00,8.6,345,NNW
Sinan,2016-01-13 01,7.4,343,NNW
Sinan,2016-01-13 02,5.4,304,NW
