DATE1,LOC,LOC_1,a_pm10,a_pm25
20160101,강원,강릉시,43.2727,31.3750
20160101,강원,고성군,43.4583,0.0000
20160101,강원,동해시,33.0417,25.5909
20160101,강원,삼척시,30.5417,25.9375
20160101,강원,양구군,53.5833,0.0000
20160101,강원,원주시,76.5833,67.8667
20160101,강원,정선군,57.7917,0.0000
20160101,강원,춘천시,89.7083,68.2727
20160101,강원,횡성군,52.7917,0.0000
20160101,경기,가평군,70.6667,0.0000
20160101,경기,고양시,79.7083,0.0000
20160101,경기,과천시,67.6042,0.0000
20160101,경기,광명시,70.1250,0.0000
20160101,경기,광주시,98.5417,0.0000
20160101,경기,구리시,88.8542,64.6667
20160101,경기,군포시,56.9167,0.0000
20160101,경기,김포시,89.1111,55.9583
20160101,경기,남양주시,74.5417,0.0000
20160101,경기,동두천시,98.0000,0.0000
20160101,경기,부천시,73.2917,62.3750
20160101,경기,성남시,70.1198,33.4583
20160101,경기,수원시,71.4286,41.9848
20160101,경기,시흥시,68.4444,0.0000
20160101,경기,안산시,74.2917,46.7361
20160101,경기,안성시,69.5000,0.0000
20160101,경기,안양시,70.1563,0.0000
20160101,경기,양주시,98.2083,0.0000
20160101,경기,양평군,77.1250,49.7083
20160101,경기,여주시,89.8333,0.0000
20160101,경기,연천군,75.0000,0.0000
20160101,경기,오산시,65.4167,0.0000
20160101,경기,용인시,73.4167,44.8261
20160101,경기,의왕시,64.5417,32.2917
20160101,경기,의정부시,80.7500,83.6667
20160101,경기,이천시,99.2292,0.0000
20160101,경기,파주시,86.3333,0.0000
20160101,경기,평택시,86.6528,0.0000
20160101,경기,포천시,90.1250,0.0000
20160101,경기,하남시,92.3750,45.6667
20160101,경기,화성시,70.8333,0.0000
20160101,경남,거제시,45.3542,36.1667
20160101,경남,거창군,71.4167,0.0000
20160101,경남,김해시,48.9583,31.2500
20160101,경남,사천시,62.1667,32.6250
20160101,경남,양산시,56.1250,45.7083
20160101,경남,진주시,65.7639,44.3404
20160101,경남,창원시,54.0042,43.6632
20160101,경남,하동군,53.6250,32.5833
20160101,경북,경산시,64.3333,0.0000
20160101,경북,경주시,NULL,0.0000
20160101,경북,구미시,63.8750,0.0000
20160101,경북,김천시,58.0833,56.0833
20160101,경북,안동시,63.3333,0.0000
20160101,경북,영덕군,58.4583,0.0000
20160101,경북,영주시,81.2083,0.0000
20160101,경북,영천시,48.8750,0.0000
20160101,경북,울릉군,21.0833,18.2500
20160101,경북,의성군,66.6667,0.0000
20160101,경북,포항시,46.3167,0.0000
20160101,광주,광산구,59.4167,44.2083
20160101,광주,남구,64.7917,50.3750
20160101,광주,동구,46.8333,30.5417
20160101,광주,북구,58.3472,39.7292
20160101,광주,서구,74.3750,52.0833
