buoy,date,speed,direction,code
울산,2016-01-07 07,7.8,338,NNW
울산,2016-01-07 08,8.3,349,N
울산,2016-01-07 09,8.5,334,NNW
울산,2016-01-07 10,8,327,NNW
울산,2016-01-07 11,7,345,NNW
울산,2016-01-07 12,7.8,316,NW
울산,2016-01-07 13,8.2,328,NNW
울산,2016-01-07 14,7.3,338,NNW
울산,2016-01-07 15,6.2,327,NNW
울산,2016-01-07 16,5.4,336,NNW
울산,2016-01-07 17,3.8,338,NNW
울산,2016-01-07 18,1.1,333,NNW
울산,2016-01-07 19,6.1,346,NNW
울산,2016-01-07 20,5.8,325,NW
울산,2016-01-07 21,6.1,305,NW
울산,2016-01-07 22,5.8,301,WNW
울산,2016-01-07 23,5.5,327,NNW
울산,2016-01-08 00,5.5,318,NW
울산,2016-01-08 01,7,339,NNW
울산,2016-01-08 02,6.2,334,NNW
울산,2016-01-08 03,7.4,352,N
울산,2016-01-08 04,8,335,NNW
울산,2016-01-08 05,7.8,343,NNW
울산,2016-01-08 06,9.3,330,NNW
울산,2016-01-08 07,10.1,330,NNW
울산,2016-01-08 08,10.1,329,NNW
울산,2016-01-08 09,10.3,338,NNW
울산,2016-01-08 10,10.1,348,NNW
울산,2016-01-08 11,10.7,302,WNW
울산,2016-01-08 12,9.8,305,NW
울산,2016-01-08 13,8.6,289,WNW
울산,2016-01-08 14,9,308,NW
울산,2016-01-08 15,8.6,316,NW
울산,2016-01-08 16,7.6,339,NNW
울산,2016-01-08 17,7.9,307,NW
울산,2016-01-08 18,7.4,327,NNW
울산,2016-01-08 19,10.1,321,NW
울산,2016-01-08 20,11.1,322,NW
울산,2016-01-08 21,10.1,320,NW
울산,2016-01-08 22,10.6,314,NW
울산,2016-01-08 23,9.8,321,NW
울산,2016-01-09 00,9.3,330,NNW
울산,2016-01-09 01,7.7,333,NNW
울산,2016-01-09 02,8.5,312,NW
울산,2016-01-09 03,6,345,NNW
울산,2016-01-09 04,6.5,1,N
울산,2016-01-09 05,5.6,349,N
울산,2016-01-09 06,3.4,343,NNW
울산,2016-01-09 07,2.9,19,NNE
울산,2016-01-09 08,8.1,330,NNW
울산,2016-01-09 09,6.8,332,NNW
울산,2016-01-09 10,5,308,NW
울산,2016-01-09 11,4,307,NW
울산,2016-01-09 12,3.5,245,WSW
울산,2016-01-09 13,4.9,272,W
울산,2016-01-09 14,4.6,282,WNW
울산,2016-01-09 15,4.4,274,W
울산,2016-01-09 16,5.3,252,WSW
울산,2016-01-09 17,3.8,283,WNW
울산,2016-01-09 18,3.6,284,WNW
울산,2016-01-09 19,3.5,278,W
울산,2016-01-09 20,6,273,W
울산,2016-01-09 21,6,268,W
울산,2016-01-09 22,7.4,275,W
울산,2016-01-09 23,6.9,289,WNW
울산,2016-01-10 00,5.6,292,WNW
울산,2016-01-10 01,5.4,300,WNW
울산,2016-01-10 02,6.3,315,NW
울산,2016-01-10 03,8.3,343,NNW
울산,2016-01-10 04,8.5,337,NNW
울산,2016-01-10 05,9,345,NNW
울산,2016-01-10 06,8.2,330,NNW
울산,2016-01-10 07,8.1,338,NNW
울산,2016-01-10 08,7.8,338,NNW
울산,2016-01-10 09,6,251,WSW
울산,2016-01-10 10,6.4,3,N
울산,2016-01-10 11,7.5,326,NW
울산,2016-01-10 12,5,320,NW
울산,2016-01-10 13,4.3,332,NNW
울산,2016-01-10 14,3.1,304,NW
울산,2016-01-10 15,2.6,241,WSW
울산,2016-01-10 16,1.6,274,W
울산,2016-01-10 17,1.9,267,W
울산,2016-01-10 18,1,276,W
울산,2016-01-10 19,1.2,262,W
울산,2016-01-10 20,1.9,311,NW
울산,2016-01-10 21,3.6,331,NNW
울산,2016-01-10 22,6.4,346,NNW
울산,2016-01-10 23,6.5,313,NW
울산,2016-01-11 00,7.3,322,NW
울산,2016-01-11 01,8.1,324,NW
